00090bdd,0,2,['0.04', '0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
5c3898b3,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5cb146c7,5,4,['0.01', '0.24', '0.0', '0.0', '0.34', '0.08', '0.25', '0.08', '0.0', '0.0']
5d231998,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.98', '0.0', '0.0', '0.0']
5d2911e7,8,9,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.21', '0.78']
5d29349e,7,0,['0.9', '0.0', '0.0', '0.0', '0.0', '0.1', '0.0', '0.0', '0.0', '0.0']
5d9ec898,0,6,['0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.98', '0.0', '0.0', '0.0']
5ddf214a,5,9,['0.0', '0.0', '0.0', '0.33', '0.0', '0.05', '0.0', '0.08', '0.0', '0.53']
5de0acfa,6,0,['0.5', '0.0', '0.0', '0.0', '0.0', '0.0', '0.5', '0.0', '0.0', '0.0']
5e072c78,6,4,['0.0', '0.19', '0.0', '0.0', '0.81', '0.0', '0.0', '0.0', '0.0', '0.0']
5e1eb4ab,8,1,['0.0', '0.94', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.06', '0.0']
5e23b9e1,9,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5f500c1e,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
5f554f08,6,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5f979c57,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.99']
5fdaa9ba,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.13', '0.87']
5fea2fee,2,7,['0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0']
6049ca5b,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
60997769,8,5,['0.0', '0.0', '0.0', '0.0', '0.11', '0.85', '0.0', '0.0', '0.0', '0.04']
60b69868,5,7,['0.06', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.66', '0.09', '0.18']
60fb96d3,2,4,['0.0', '0.0', '0.02', '0.0', '0.68', '0.0', '0.0', '0.0', '0.3', '0.0']
60fe2c8c,2,0,['0.8', '0.0', '0.0', '0.0', '0.0', '0.0', '0.2', '0.0', '0.0', '0.0']
6107ce01,2,1,['0.0', '0.97', '0.03', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
61289d41,7,2,['0.0', '0.0', '0.7', '0.0', '0.0', '0.0', '0.0', '0.3', '0.0', '0.0']
612a43b8,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
6149a4cf,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.99']
616fe05d,0,9,['0.05', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.92']
61f55f28,7,5,['0.0', '0.0', '0.0', '0.0', '0.01', '0.64', '0.0', '0.0', '0.0', '0.34']
620639d1,9,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
62205dc7,1,3,['0.0', '0.21', '0.14', '0.64', '0.0', '0.01', '0.0', '0.01', '0.0', '0.0']
623bec1e,3,5,['0.0', '0.0', '0.05', '0.01', '0.0', '0.94', '0.0', '0.0', '0.0', '0.0']
6259c74a,8,1,['0.0', '0.45', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.24', '0.3']
6266fd85,2,9,['0.0', '0.0', '0.48', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.52']
62d9d710,3,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
634192df,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
63987758,4,9,['0.0', '0.0', '0.0', '0.0', '0.35', '0.0', '0.0', '0.0', '0.0', '0.65']
63dc4553,4,7,['0.0', '0.0', '0.02', '0.0', '0.07', '0.0', '0.0', '0.85', '0.0', '0.07']
64392bba,6,1,['0.0', '0.71', '0.0', '0.0', '0.0', '0.0', '0.29', '0.0', '0.0', '0.0']
6485eaf8,0,2,['0.01', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
64d1998b,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
64f39d60,7,2,['0.0', '0.01', '0.98', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0']
65146226,1,2,['0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6523757b,7,0,['0.81', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.19', '0.0', '0.0']
6530274a,5,8,['0.24', '0.0', '0.0', '0.0', '0.0', '0.37', '0.0', '0.0', '0.39', '0.0']
65366585,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.94', '0.06']
65618f18,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.45', '0.55', '0.0', '0.0', '0.0']
656c9fd7,9,4,['0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.01']
6591d54a,2,8,['0.0', '0.0', '0.29', '0.0', '0.0', '0.0', '0.0', '0.0', '0.71', '0.0']
65c46ee5,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
65d22228,8,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
65f521bb,0,2,['0.02', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
663439ba,3,8,['0.0', '0.01', '0.15', '0.0', '0.0', '0.0', '0.13', '0.0', '0.71', '0.0']
665f7575,3,2,['0.24', '0.0', '0.76', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
666e7d45,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
667ea269,9,4,['0.0', '0.0', '0.0', '0.0', '0.87', '0.0', '0.0', '0.0', '0.0', '0.13']
66ee3838,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
66ee4bc3,8,3,['0.0', '0.0', '0.0', '0.89', '0.0', '0.0', '0.0', '0.0', '0.11', '0.0']
6726809c,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
672ae246,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
673e93c2,8,3,['0.02', '0.0', '0.0', '0.84', '0.0', '0.0', '0.0', '0.0', '0.14', '0.0']
677f21d1,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.1', '0.0', '0.9']
678a9a8c,1,4,['0.0', '0.35', '0.0', '0.0', '0.65', '0.0', '0.0', '0.0', '0.0', '0.0']
679864cd,2,3,['0.0', '0.0', '0.44', '0.56', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6799a64e,3,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
67a947b4,5,4,['0.0', '0.0', '0.0', '0.0', '0.97', '0.03', '0.0', '0.0', '0.0', '0.0']
67e6addc,2,3,['0.0', '0.04', '0.09', '0.82', '0.0', '0.0', '0.0', '0.06', '0.0', '0.0']
67e97d29,9,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
67eba585,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.36', '0.01', '0.64']
67f9be53,8,0,['0.95', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0']
68012a25,6,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
68182f50,1,2,['0.0', '0.05', '0.95', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
681a4d25,9,3,['0.0', '0.0', '0.0', '0.88', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11']
681bc0bc,5,1,['0.0', '0.5', '0.0', '0.0', '0.0', '0.5', '0.0', '0.0', '0.0', '0.0']
68a97f1d,5,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
68aa4452,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
68ecd05a,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.42', '0.58', '0.0', '0.0', '0.0']
68f3d62b,3,2,['0.0', '0.0', '0.94', '0.06', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6924ba0e,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11', '0.0', '0.89']
69cd2c5b,0,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
6a12db50,4,1,['0.0', '0.49', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.13', '0.37']
6a13d405,5,8,['0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.94', '0.03']
6a1cc24a,8,1,['0.0', '0.71', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.29', '0.0']
6a60a733,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
6a6d45e5,8,1,['0.0', '0.89', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11', '0.0']
6a8a4bee,3,5,['0.0', '0.0', '0.0', '0.01', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0']
6acb3b3a,8,3,['0.0', '0.0', '0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0']
6aea8f6b,2,8,['0.0', '0.09', '0.01', '0.02', '0.0', '0.02', '0.0', '0.0', '0.85', '0.0']
6b1452d1,3,5,['0.0', '0.0', '0.0', '0.11', '0.0', '0.89', '0.0', '0.0', '0.0', '0.0']
6b49f272,0,8,['0.32', '0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.66', '0.0']
6b9eeda1,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
6bdef58a,8,5,['0.0', '0.0', '0.09', '0.0', '0.0', '0.44', '0.0', '0.0', '0.33', '0.13']
6be144e5,8,1,['0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0']
6bf1f5b1,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.13', '0.18', '0.0', '0.69', '0.0']
6c277705,8,1,['0.0', '0.58', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.42', '0.0']
6c31ef42,3,9,['0.0', '0.0', '0.35', '0.0', '0.0', '0.0', '0.0', '0.0', '0.05', '0.6']
6c7ef8e3,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6c9151cb,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.32', '0.03', '0.0', '0.65', '0.0']
6cf56b4a,8,3,['0.14', '0.0', '0.01', '0.53', '0.0', '0.0', '0.0', '0.0', '0.32', '0.0']
6cffc186,7,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
6d1d971e,7,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6d222e46,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.01', '0.0']
6d3e9cbf,7,9,['0.03', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.97']
6d44f5e5,4,9,['0.01', '0.0', '0.0', '0.0', '0.42', '0.0', '0.0', '0.0', '0.0', '0.57']
6dae4a1d,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.97', '0.02', '0.0', '0.01', '0.0']
6db12747,3,2,['0.0', '0.0', '0.97', '0.03', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6db9cafd,2,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
6dcb44da,9,5,['0.01', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0']
6de918d6,0,5,['0.01', '0.0', '0.0', '0.03', '0.0', '0.95', '0.0', '0.0', '0.0', '0.0']
6dedf2d3,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.97']
6df91427,3,8,['0.0', '0.0', '0.19', '0.22', '0.0', '0.0', '0.01', '0.0', '0.58', '0.0']
6e026ef7,3,8,['0.0', '0.25', '0.0', '0.19', '0.0', '0.0', '0.0', '0.0', '0.56', '0.0']
6e276f7f,6,1,['0.0', '0.61', '0.0', '0.0', '0.0', '0.0', '0.39', '0.0', '0.0', '0.0']
6e765748,3,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.98', '0.02', '0.0']
6e7f19f2,9,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
6ed708b3,2,7,['0.0', '0.0', '0.05', '0.0', '0.0', '0.0', '0.0', '0.95', '0.0', '0.0']
6ee9c7cb,3,8,['0.0', '0.0', '0.04', '0.01', '0.0', '0.0', '0.0', '0.0', '0.95', '0.0']
6f46be7d,3,2,['0.0', '0.0', '0.99', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6f510f29,8,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6f70fc3e,8,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6f90d7ea,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.32', '0.68']
6f950243,9,4,['0.0', '0.0', '0.0', '0.0', '0.8', '0.0', '0.0', '0.0', '0.0', '0.2']
6f96a71a,0,1,['0.01', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
6fcea0c5,1,7,['0.0', '0.47', '0.0', '0.0', '0.0', '0.0', '0.0', '0.53', '0.0', '0.0']
7018366a,3,2,['0.0', '0.0', '0.86', '0.05', '0.0', '0.0', '0.0', '0.09', '0.0', '0.0']
7052e03d,3,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
706d1743,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7083fab1,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.97']
70e20dbc,9,1,['0.0', '0.87', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.12']
70e360af,2,8,['0.0', '0.0', '0.15', '0.27', '0.0', '0.0', '0.0', '0.0', '0.58', '0.0']
70ec87fa,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.76', '0.0', '0.24']
71181900,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
712f964c,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.06', '0.0', '0.93', '0.0']
71321aa0,4,9,['0.0', '0.0', '0.0', '0.0', '0.4', '0.0', '0.0', '0.0', '0.0', '0.6']
713fa534,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
715ac7b3,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
71e7ac58,8,5,['0.0', '0.36', '0.01', '0.0', '0.02', '0.5', '0.01', '0.0', '0.1', '0.0']
71f14af4,1,4,['0.01', '0.09', '0.0', '0.0', '0.55', '0.0', '0.0', '0.32', '0.0', '0.04']
7208ff78,8,3,['0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
72391707,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.26', '0.74', '0.0', '0.0', '0.0']
723dc1f6,7,9,['0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.19', '0.0', '0.78']
7266599c,8,9,['0.0', '0.0', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.95']
729113ca,9,3,['0.0', '0.0', '0.0', '0.94', '0.0', '0.0', '0.0', '0.01', '0.0', '0.04']
72a99d7c,3,9,['0.0', '0.0', '0.0', '0.46', '0.0', '0.0', '0.0', '0.0', '0.0', '0.54']
72bc86d5,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
72c231d8,7,4,['0.0', '0.0', '0.0', '0.0', '0.66', '0.0', '0.0', '0.3', '0.05', '0.0']
72d24709,3,5,['0.0', '0.0', '0.0', '0.31', '0.0', '0.69', '0.0', '0.0', '0.0', '0.0']
736c5f7b,8,0,['0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
74207334,7,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7439ad04,2,7,['0.0', '0.0', '0.11', '0.0', '0.0', '0.0', '0.0', '0.89', '0.0', '0.0']
743f1c56,9,4,['0.01', '0.0', '0.0', '0.0', '0.53', '0.0', '0.0', '0.02', '0.0', '0.44']
746798ae,4,2,['0.01', '0.0', '0.54', '0.0', '0.45', '0.0', '0.0', '0.0', '0.0', '0.0']
747cf8a4,3,2,['0.0', '0.0', '0.76', '0.24', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
74b10a1c,5,1,['0.0', '0.97', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0']
7519466d,8,2,['0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0']
753b730a,2,0,['0.56', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.06', '0.37']
7561c997,6,0,['0.5', '0.0', '0.0', '0.0', '0.0', '0.0', '0.5', '0.0', '0.0', '0.0']
75946099,8,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.91', '0.0', '0.09', '0.0']
75c4e444,2,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
75fa711f,4,0,['0.46', '0.0', '0.13', '0.0', '0.27', '0.0', '0.04', '0.0', '0.01', '0.09']
75fc0ee5,9,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
76c3ea08,3,8,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
76cc449c,0,1,['0.0', '0.97', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.0']
76cf2bca,8,9,['0.0', '0.0', '0.0', '0.12', '0.0', '0.0', '0.0', '0.0', '0.3', '0.59']
76d6a3eb,3,8,['0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.97', '0.0']
772a2376,7,0,['0.65', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.35']
7754cd27,4,9,['0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.97']
77b3f443,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
77b405e5,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7809b952,7,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
786ed102,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.64', '0.36', '0.0', '0.0', '0.0']
787278ac,2,8,['0.0', '0.0', '0.02', '0.0', '0.02', '0.16', '0.0', '0.0', '0.79', '0.0']
78e2b780,3,2,['0.0', '0.0', '0.45', '0.34', '0.0', '0.0', '0.0', '0.0', '0.21', '0.0']
7902bcb8,6,1,['0.01', '0.79', '0.0', '0.0', '0.0', '0.0', '0.2', '0.0', '0.0', '0.0']
7908b70f,2,7,['0.0', '0.0', '0.05', '0.0', '0.0', '0.0', '0.0', '0.95', '0.0', '0.0']
79422970,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11', '0.0', '0.89']
79888c27,2,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7a4de259,3,1,['0.0', '0.34', '0.0', '0.33', '0.0', '0.0', '0.0', '0.33', '0.0', '0.0']
7a4e5f77,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.19', '0.81', '0.0', '0.0', '0.0']
7a6f2dce,2,7,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0']
7b4f4c99,2,8,['0.0', '0.0', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.95', '0.01']
7b4fce2c,2,0,['0.65', '0.0', '0.32', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0']
7b5d44dc,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.05', '0.95']
7b888489,9,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7b8949e4,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7c22f311,8,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7c28805f,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7c333ce7,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
7c599cb8,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.32', '0.0', '0.68']
7c67c23b,8,4,['0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.02', '0.0']
7c6eeb2a,8,3,['0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0']
7c6ef89f,1,6,['0.0', '0.37', '0.0', '0.0', '0.0', '0.0', '0.63', '0.0', '0.0', '0.0']
7c7215ff,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.17', '0.0', '0.83']
7cab4f37,3,0,['0.92', '0.0', '0.0', '0.0', '0.0', '0.03', '0.04', '0.0', '0.0', '0.0']
7ce7990e,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.84', '0.16']
7d394f51,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7d9e7926,3,7,['0.0', '0.14', '0.0', '0.02', '0.0', '0.0', '0.0', '0.82', '0.02', '0.0']
7da75bdd,8,9,['0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.02', '0.96']
7dc542e0,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.78', '0.0', '0.22']
7dc7a5d6,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.99']
7ddae8dd,0,8,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
7e0f6427,9,4,['0.0', '0.0', '0.0', '0.0', '0.78', '0.0', '0.0', '0.21', '0.0', '0.01']
7e269750,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0', '0.93', '0.0']
7e460375,6,5,['0.04', '0.0', '0.0', '0.0', '0.0', '0.92', '0.05', '0.0', '0.0', '0.0']
7e8679e3,5,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.09', '0.0', '0.91', '0.0', '0.0']
7eebb137,2,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7ef2dfb0,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
7f00236b,3,9,['0.0', '0.0', '0.0', '0.18', '0.0', '0.0', '0.0', '0.15', '0.0', '0.67']
7f00ea68,8,0,['0.87', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.12', '0.0']
7f29447c,8,4,['0.0', '0.0', '0.0', '0.0', '0.94', '0.0', '0.0', '0.0', '0.0', '0.06']
7f30ad85,6,8,['0.46', '0.0', '0.0', '0.0', '0.0', '0.0', '0.06', '0.0', '0.48', '0.0']
7f434a17,9,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.95', '0.0', '0.0', '0.0', '0.05']
7fad6b91,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
7ff7f4e5,4,9,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99']
804daa21,7,9,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.13', '0.0', '0.86']
8094c4aa,4,6,['0.0', '0.0', '0.0', '0.0', '0.25', '0.0', '0.75', '0.0', '0.0', '0.0']
80bcfa32,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
80dd68f0,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.01']
80f3fffb,4,9,['0.0', '0.0', '0.0', '0.0', '0.45', '0.0', '0.0', '0.0', '0.0', '0.55']
81234f5e,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.13', '0.0', '0.87']
812c8e33,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.96', '0.04']
813e5c61,8,9,['0.0', '0.0', '0.0', '0.11', '0.0', '0.0', '0.0', '0.0', '0.0', '0.88']
81756eb3,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
8185db3a,2,1,['0.0', '0.98', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
81bc163e,2,8,['0.0', '0.0', '0.04', '0.0', '0.0', '0.0', '0.04', '0.0', '0.92', '0.0']
81fcd3b2,8,2,['0.0', '0.24', '0.62', '0.0', '0.0', '0.0', '0.0', '0.06', '0.0', '0.07']
81fd945c,9,7,['0.08', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.51', '0.0', '0.38']
8226f4b8,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.19', '0.0', '0.81']
82277368,4,7,['0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.98', '0.0', '0.0']
